NAME,LEVEL,DC,SUBJECT,STAT,RITUAL,VOLATILE,DESCRIPTION,HIGHER-LEVEL BEHAVIOR,ID
STAR SANCTUARY,ADVANCED,20,DIVINATION,INSIGHT,YES,NO,"Creates a shimmering veil of magic light like stars that settle as a dreamy canopy over a space. On success, you create a Star Sanctuary, a space imbued with divination magics. Any time you cast a Divination spell inside your Star Sanctuary, you can choose to spend an hour casting it, including as a ritual, to add an extra degree of success. Take one additional bonus: • Divination you cast from your Star Sanctuary cannot be traced to you • Advanced Divination spells cast in your Star Sanctuary cost 250 materials • Divination spells cast with the Star Sanctuary bonus do not backfire (except for hexes) • You can take the Star Sanctuary bonus on Divination artifacts • When you cast a spell with the Star Sanctuary bonus, you can take the results of the Augury spell with 1 degree of success • Your Star Sanctuary lasts indefinitely, but any time you cast a new one, it replaces the old one.",Take 1/degree additional bonus(es).,spell_313sVHoDhjFSgg2
CELESTIAL CONSULT,STANDARD,15,DIVINATION,INSIGHT,NO,NO,"You can cast this spell any time you are able to take a Downtime option to create a swirl of hazy visions around you, seeing possible futures. On success, you can make a roll associated with a Downtime option and decide, based on the roll, whether you want to pick that option or not. If you pick that option, you must take the selected roll. Sometimes this spell just tells you everything will go badly and you should just go take a nap instead, though.",You can roll 1/degree different Downtime options before deciding which to pick.,spell_314cv7AXNa0irBK
HEAVEN’S GAZE,STANDARD,15,DIVINATION,INSIGHT,NO,NO,"Creates a shimmering magic ring on the ground below you, expanding outward and glowing in pale blue. On a success, you learn the general layout of the space around you, such as the plan of a building you are in, the shape of a cave you are in, or the lay of the land in a wild space around you, and you can ask one more specific question about it from the GM. The GM may ask you to change your question if it is too broad or doesn’t make sense. A beloved spell by diviners, who often get lost inside their own homes.",You can ask 1/degree further specific question(s) about the area.,spell_315OZUTmmr2DYBa
SAPHI’S SPECTRAL SECRETS,STANDARD,18,DIVINATION,INSIGHT,YES,NO,"Summons a small spectral figure that looks like a little fairy figure and twinkles like a bell as it flits around a magic phenomenon studying it. When you can touch a place where a spell was either cast recently or left traces that are still evident, you can cast this spell and roll either DC18 or against the check of the magic you are casting this spell on, at the GM’s discretion. On success, you can learn one of the following: • Who cast this? • What spell was this? • When was this spell cast? • At the GM’s discretion, you can ask any similar question not on this list.",You can ask 1/degree question(s).,spell_316SJ9rd64daTvU
SLEEP,STANDARD,10,HYPNOMANCY,FOCUS,YES,NO,"Releases a shower of pale pink particles that settle over a person. On success, you can put one creature within arm’s reach of you to sleep for 5 minutes or until awoken. An unwilling target can roll Willpower or Endurance versus your spell check to stay awake.",You can put 1/degree target(s) to sleep for (5 minutes/15 minutes/30 minutes/1 hour/4 hours/8 hours).,spell_317699GkyEiuMxZ
HYPNOS’ LENS,BASIC,5,HYPNOMANCY,FOCUS,NO,NO,"You can cast this spell on a sleeping target you can see, summoning a shimmering pink ring through which you can see glimpses of the dream world. On success, you can glean one thing about what they’re dreaming. You cannot use this spell on the same person until they’ve woken up and have gone to sleep again.",You learn 1/degree piece(s) of information about the target’s dreams.,spell_318xxIVQ1uxPSsT
DREAM WHISPERS,STANDARD,15,HYPNOMANCY,FOCUS,NO,NO,"Releases a thin ribbon of pink magic from the tip of your wand that carries a dream and snakes towards a target. You can cast this spell on a sleeping target you can see, as long as there exists an unobstructed path, however small, between you and the target. On success, you get a brief glimpse of the target’s dream, and you can make one change to the dream. You can give someone nightmares like this, but it’s kinda rude, don’t you think?",You can change 1/degree aspect(s) of the dream.,spell_319gjoU5rteQ6MR
DREAM DUST,BASIC,N/A,HYPNOMANCY,FOCUS,NO,NO,"Releases a small dusting of shimmery pink dust that will settle over a sleeping person and calm their dreams. If they are having a nightmare, it will be turned into a gentle, pleasant dream. If somebody else is interfering with their dream via hypnomancy, the Dream Dust will end that effect. If you snort the dust, it gives you the trippiest dreams you’ve ever had, so please stop doing that.",N/A,spell_320UFqEbdWiaUF1
DREAMWORLD,ADVANCED,20,HYPNOMANCY,FOCUS,YES,NO,"Creates a hypnomantic dreamscape, an alternate magic space under your command. On success, you create a Dreamscape, a persistent dream world. Specify one detail you want about the dream, and you can bring one sleeping target you can see into your Dreamscape. Any time you sleep, you can choose to enter your Dreamscape, where you are lucid and can cast magic. You can choose to give someone in your dreamscape lucidity, or they can roll Comprehend versus your spell check to realize they’re in a dream. If you cast this spell while you already have a Dreamscape, you can change the Dreamscape.","You can change 1/degree aspect(s) of the Dreamscape, and bring (1/2*) sleeping target(s) you can see into your Dreamscape.",spell_3216CxVnM3kdhyF
DREAMWALK,STANDARD,20,HYPNOMANCY,FOCUS,NO,NO,"Touch a sleeping target as part of casting this spell. On success, you enter their dream for 10 minutes and can experience it exactly as they’re experiencing it. You can appear in the dream however you like, including being invisible. While inside the dream, you can cast any hypnomancy spell as if you are targeting the dreamer. You should be warned that you run a decent risk of finding out someone’s fetishes this way.",You can spend (10 minutes/1 hour/4 hours/as long as you like) in the target’s dream. Take a +(0/1+) bonus to Hypnomancy checks against the dreamer.,spell_322FCKDLBhOzPSp
TRANCE,STANDARD,14,HYPNOMANCY,FOCUS,NO,NO,"Creates a shimmering pink magic field that settles like a blanket over you and puts you into a deep trance. While in this trance, you are effectively asleep while still being fully aware of the world around you, and you can choose to wake up at any moment. You can gain the benefit of a full night of sleep with 6 hours of sleep.",You can gain the benefit of a full night of sleep with (6/5/4/3/2) hours of sleep.,spell_323toXH0g2hiaEX
WAKING NIGHTMARE,HEX (3AP),25,HYPNOMANCY,FOCUS,NO,NO,"You can bring to life the most vivid, visceral fears of a person. Touch a sleeping target as part of casting this spell, and on success, you can implant two Nightmare Seeds into the person. While they’re awake, you can activate any Nightmare Seed at any time to flood their senses with the illusion that some terrible nightmare of theirs is real. They must Resist Fear, with a -4 to the check if you know beforehand what their fears are. Nightmare Seeds never disappear, and a person has no way to determine if they’re inflicted with one.",You inflict 2/degree Nightmare Seeds.,spell_324ezZPQF9ncCb8
VYLA’S DREAM PEARL,STANDARD,14,HYPNOMANCY,FOCUS,NO,NO,"Creates a spectral glowing pink pearl that allows people to share dreams. On success, you create two pearls marked with a symbol unique to you. Anyone who holds one of the pearls when going to sleep will experience a shared lucid dream with anybody holding a matching pearl. While you are in the dream, you can cast hypnomancy spells on anyone else in the dream. Vyla was mostly trying to make something pretty when she made this spell, but it turned out to be useful too.",You create (2/3+) pearls.,spell_325resgenHcQqJN
MASTER OF SWEET OBLIVION,LEGENDARY,31,HYPNOMANCY,FOCUS,NO,NO,"You become a hypnomantic avatar, the magic turning you into a dreamy vision. On success, you become incorporeal for 1 minute, and you can touch someone (1AP) to force them to make a Willpower check against your spell check or fall asleep. Anybody you put to sleep like this, or anybody you touch who already is asleep, is whisked into a dream of your own creation. You control everything that happens in the dream, and once every 30 seconds, you can use it to force anyone in your dream to Resist any non-Wound condition. On the spell ending, you return to your corporeal form and everyone you put to sleep during the spell must make a Willpower check versus your spell check or stay asleep for 4 hours.",The effect is active for (1 minute/5 minutes/15 minutes/1 hour).,spell_3261o5b1tQf7DlU
HYPNOS’ NET,STANDARD,16,HYPNOMANCY,FOCUS,NO,NO,"Summons a net woven of shimmering pink thread to ensnare a sleeping person. On success, the target cannot be woken up for 2 hours, and will be trapped inside their current dream. You cannot use this spell again until they wake up.",The target cannot be woken up for 2/degree hours.,spell_327tIlaGLr0kHVW
SLUMBERING SNARE,ADVANCED,20,HYPNOMANCY,FOCUS,NO,NO,"While you are in a lucid dreaming state or a Trance, you can cast this spell to attempt to pull someone into your dream. On success, you gain a Dream Snare, a shimmering pink sphere that only exists in the dreamscape. You can spend a Dream Snare by touching it and naming a person. They must roll Willpower or Hypnomancy versus your check or be pulled into your dream, where they are lucid and conscious in your dream and trapped there until you let them go or they wake up. This spell ends when you wake up or when you use your last Dream Snare.",You gain 1/degree Dream Snare(s).,spell_328lpSBsmWJfeES
DREAMER’S EYE,STANDARD,14,HYPNOMANCY,FOCUS,NO,NO,"Releases a pale pink shimmering light that billows outward, covering the area around you. On success, you can mark the current area. Any time you go to sleep, you can choose to have a lucid dream in a replica of any area you’ve marked this way, allowing you to interact with the space as it was when you cast this spell in it. The recreation of the space is accurate even of things you didn’t notice or couldn’t see, but it is only a simulation and doesn’t change anything in real life, and the people in the dream space won’t necessarily react like they would in reality.","You can take a +(0/1+) to checks to further study the area in your dream. On 3 or more degrees of success, you can choose to cast the spell subtly.",spell_3297krzzz3tI7wZ
VYLA’S ROOM,STANDARD,15,HYPNOMANCY,FOCUS,NO,NO,"You can cast this on a person before they sleep, including yourself, touching their forehead with your fingers in a triangle and whispering an incantation. On success, you can implant a Dream Room into the person prepared for them to train and learn in the next time they sleep. Name an Ability when you cast this spell. When the target next sleeps for a full night, they can make an improvement roll in the given ability. You can only have one Dream Room active at a time, and after it is used, it fades from the person. A target cannot benefit from the Dream Room if the duration of their sleep is reduced, even if it counts as a full night of rest.",The target takes a +(0/1+) bonus to their improvement roll.,spell_330VWRnlsB9Wgzh
DREAMERS’ THREAD,BASIC,N/A,HYPNOMANCY,FOCUS,NO,NO,"You can cast this spell without rolling, creating a shimmering pink thread that ties around your ring finger and that of a willing target before vanishing. You and the target are now Dream Linked, and you can choose, at any time when going to sleep, to try to share a dream with anybody you are Dream Linked to. If you do, they will be aware of it, and if they choose to share a dream as well, then you enter the same dream space. You can have as many Dream Links at once as you like, but either party involved in the link can end it at any time by just willing it away.",N/A,spell_3318fVdewCK4Zrg
SARINA’S DREAM MEMORY,BASIC,10,HYPNOMANCY,FOCUS,NO,NO,"Summons a shower of faint pink sparkles like a fine dust that lights up with visions of dreams. On success, you can learn the identity of the last person to have slept in the space you are in, and you learn one piece of information either about them or what they dreamed, your choice. You can only cast this spell once in a given place until someone has slept there again.",You learn 1/degree piece(s) of information about the last person to have slept in the space you are in or about their dreams.,spell_332hiJ6V1fiM2Xf
DREAMLINGER,STANDARD,10,HYPNOMANCY,FOCUS,NO,NO,"Creates a shimmering trace on a surface in gentle pink magics that glow brighter and brighter until they flicker out, turning invisible. On a success, you can plant a dream in that space, so that whoever goes to sleep there next will experience that dream. You can describe the dream you want them to have or you can set it up so that they will enter your dream, be that a dreamscape or any dream you are in when they go to sleep there. Regardless of what kind of dream you set up, anyone who goes to sleep there must roll Willpower versus your spell check + 6, or just versus your spell check if they know the effect is there, or enter the dream you set up.",You can take a +(0/1+) bonus against any hypnomancy spells cast against a target having a dream caused by this spell.,spell_333grfQIkSjsGXL
WEB OF SWEET REPOSE,STANDARD,10,HYPNOMANCY,FOCUS,YES,NO,"Summons a spectral glowing pink net that settles over a person, shimmering over their body before it vanishes. On success, you give one target a Dream Web that lasts for 24 hours. If anybody you don’t specify as immune casts hypnomancy on a target with your Dream Web and they don’t roll higher than your spell check, then their magic fails and you are alerted to it, and you can choose whether they must Resist or if they must roll Willpower versus your check on this spell or be put to sleep instantly and, if you have a dreamscape or are dreaming when this happens, trapped inside your dream for 1 hour or until physically woken up on the outside world.",You can grant 1/degree target(s) a Dream Web.,spell_334WtCo8PfMSbIl
DREAMER’S BALLAD,BASIC,N/A,HYPNOMANCY,FOCUS,NO,NO,"You can cast this spell anytime you are in a shared dream with somebody else, over the course of a full night of sleep. Roll against the target’s Comprehend. On success, you can take the results of any Charm skill of your choice on that person, as sweet hypnomantic magic links the two of you closer and makes them more amenable to your charm. If the target was not lucid in the dream, their thoughts and feelings will still be influenced, but they will not have any recollection of the dream and may not understand why they feel the way they do.",You can take the results of any Charm check with 1/degree degrees of success.,spell_3355El0zscqN8On
SARINA’S SEED OF SLEEP,STANDARD,N/A,HYPNOMANCY,FOCUS,NO,NO,"Emits a soft pink light from the tip of your wand that drifts soundlessly towards a target, melding with the back of their neck. Roll against a target’s Perception. On a failure, they are implanted with a Sleep Seed that remains there for 24 hours without them knowing it. If a target has been implanted with a Sleep Seed for at least 1 hour, you can activate it from anywhere to force them to fall asleep instantly, getting pulled into your dream if you have a dreamscape or if you are currently dreaming. The target stays asleep for 30 minutes or until awoken.",The Sleep Seed remains for (1/2/4/7/30/90/180) day(s) and can be activated after (1 hour/30 minutes/10 minutes/5 minutes/1 minute/30 seconds).,spell_336FpG2bbLzyVSp
DREAM DANCE,BASIC,N/A,HYPNOMANCY,FOCUS,NO,NO,"Creates a shimmer of hypnomantic energy that swirls around you, closing you into a shallow dream trance. You can cast this spell without rolling to instantly fall into a shallow state of sleep where you have limited, murky awareness of your surroundings and gain no benefits of sleeping, but can instantly start to dream and can wake up at any moment. Originally Havensfeld’s Dream Dance, great interdisciplinary spell designer Havensfeld took her name off the spell when she realized how popular it was with people who just want a quick wet dream and she didn’t want to be associated anymore.",N/A,spell_337PkMUVdrzBpIc
SOULSIGHT,STANDARD,N/A,HYPNOMANCY,FOCUS,NO,NO,"You can cast this spell anytime you are inside a dream with somebody else. Roll against a target’s Willpower. On success, you learn one secret they keep. You can only use this spell once in any given sleep. The secrets you learn from them are whichever ones are closest to the front of their mind, so you can reshape the dream to attempt to coax secrets about a certain topic to the front of their mind. Otherwise you might just find a secret about how they actually just pretend to like their mom’s dry and bland Thanksgiving turkey.",You learn 1/degree secret(s) about the target.,spell_338SUroVn1DzwC8
VYLA’S WELLSPRING,STANDARD,10,HYPNOMANCY,FOCUS,NO,NO,"You can cast this spell anytime you are inside a dream, creating a spring of pure magic energy that flows from deep within the dreamscape. On success, you can choose one person in your dream with you to take Vyla’s Boon, including yourself. A person can only have a maximum of one Vyla’s Boon, and they can choose which form it takes: • +4 to a spell of their choice • +4 to spell learning rolls or improvement rolls • +4 to artifact backfires or attunement rolls • +6 to rolls to place an enchantment • +2 to Resist any non-Wound condition • +4 to rolls to brew potions • +4 to rolls to craft wands • +4 to rolls to create runes • Vyla’s Boons last for 24 hours, and you cannot cast this spell again until the Boons you have given have worn off.",You can grant 1/degree Vyla’s Boon(s).,spell_3392E0P9I1F7ysN
GHOST OF HYPNOS,STANDARD,19,HYPNOMANCY,FOCUS,NO,NO,"A quiet, subtle spell that flares up with a tiny pink glow between your thumb and forefinger, quietly seeping into a person’s consciousness. On success, a target must roll Perception versus your spell check, and if they succeed, then your spell fails, and they know someone tried to cast magic on them. On two degrees of success, they know it was you, and on three or more, they know what you were casting on them. If they fail, you obtain one Ghost Copy of them, and the next time you sleep, you can choose to have their Ghost Copy appear in your dream, a version of them that knows everything they know and behaves like they would but is only a simulation. Each Ghost Copy acts like its own entity with its own memories and feelings, and you can replace them with another one of the Ghost Copies to reset the interaction. Our scientists have been working day and night tirelessly trying to uncover a single ethical use for this spell. We will let you know if they find one.",You obtain 1/degree Ghost Copy(ies).,spell_340ajAgdQl3BDDW
RAISE DEAD,STANDARD,15,NECROMANCY,LOGIC,NO,NO,"A deep violet magic flows out from you and into a dead body you can touch. On a success, the body is animated as a puppet under your control for 10 minutes. The animated body has 1 Resolve and rolls 0/5. It might be funny to use this at a funeral, but really, you probably shouldn’t.",You can animate 1/degree target(s) for (10 minutes/30 minutes/1 hour/4 hours/8 hours/24 hours). The animated bodies roll 0/(5/6+).,spell_341Foy9wc9YAQJB
VOICES FROM BEYOND,STANDARD,19,NECROMANCY,LOGIC,NO,NO,"Summons a spectral arched window of violet magic through which you can commune with the departed. On success, you can call forth the spirit of someone departed at the place where their remains are or last were, but only if you know their name, have something that belongs to them, or if you know an identifying feature about them. You can speak to their spirit through the portal for 10 minutes, but they won’t be naturally inclined to help you. They were resting in peace before you rang, you know.","You learn (0/1+) piece(s) of information about the target right away, and the target is (suspicious/neutral/cooperative/friendly) towards you.",spell_342lMsMy9uwJEEz
SOUL BASTION,ADVANCED,22,NECROMANCY,LOGIC,NO,NO,"Touch a physical container as part of casting this spell. On a success, you implant part of your soul into the container, making it your Bastion. It will stay there for one week, and if you die while your Bastion is active, if your Bastion is opened near your body, it will reanimate you. If someone destroys the physical container, the Bastion is deactivated. You can have as many Bastions at once as you like, but it’s a little creepy to have that many soul jars sitting around.","The Bastion remains for (1 week/1 month/3 months/6 months/1 year/unlimited time). On 3 or more degrees of success, you can reanimate yourself from your Bastion instead of needing someone to open the container near your body.",spell_343qdJRz8vmb6tt
STEAL SOUL,ADVANCED,23,NECROMANCY,LOGIC,YES,NO,"You can pull a portion of someone’s soul from their body and take it into your own. On a success, a target must roll Endurance or Willpower, being forced to Resist on failure. You can restore one Condition stack for each Condition you inflict this way. If you cast this on your friends, though, it has a side effect of dealing critical damage to your friendships.",You can affect 1/degree target(s).,spell_3445X2d27PccE3E
REANIMATE,ADVANCED,21,NECROMANCY,LOGIC,YES,NO,"You can pour your own life force out into a dead body to animate it. You must have at least 4 Resolve to cast this spell. On a success, mark 3 Conditions as your life force pours out into the target body. These Conditions can only be cleared with rest or a Legendary effect. The body is animated as a creature with 3 Resolve, and rolls 2/your Necromancy rank. You have a psychic bond with the creature, and it is loyal to you. You can only have one creature animated this way at a time.",You must mark (3/2/1/0) Condition(s) when you cast this spell.,spell_3451shqarVVn4Uw
AMALGAMATE,STANDARD,18,NECROMANCY,LOGIC,NO,NO,"You can combine parts from multiple bodies to create a stitched-together abomination. On a success, the amalgamation is animated with 2 Resolve, and rolls 0/4, with a +6 bonus to 1 skill of your choice when you cast this spell. It cannot clear Conditions, and it crumples back into its components when it hits 0 Resolve.",Choose 1/degree skill(s) for the amalgamation to take a +(6/7+) bonus to.,spell_346RPrmApRF4R4l
TWISTED MIRROR OF THE SOUL,LEGENDARY,35,NECROMANCY,LOGIC,NO,NO,"Death, to you, is nothing more than a game you do not wish to lose. On success, create a Homunculus. It looks exactly like you and has all your stats, and will behave the same ways you would behave. When you and your Homunculus are in the same space, you can instantly communicate all memories and experiences you’ve had to one another from since you were last in the same space. If you are ever killed while you have a Homunculus, your consciousness reawakens within an hour in the Homunculus’ body instead. You can have multiple homunculi, but the DC of the spell increases by 10 for each one you currently have.",,spell_3471Gw6TEyqE1jM
VISIONS OF DEATH,BASIC,5,NECROMANCY,LOGIC,NO,NO,"When you touch a dead person, plant, or animal, you can cast this spell. On success, you can ask the GM one question about how it died. You cannot use this spell multiple times on the same body.",You can ask 1/degree question(s).,spell_348tnNaRvWs5wPW
INTO THE MISTY REALM,LEGENDARY,30,NECROMANCY,LOGIC,NO,NO,"You lurk right on the boundary of life and death. On success, you become a grim icon of morbidity with a deathly pallor, surrounded by an icy mist. While you are in this state, you cannot be Downed. The spell lasts for 10 minutes, and while active, you can grasp someone and drag them beyond the boundaries of the realm. Roll Necromancy versus their Endurance. On a success, you pull their soul from their body and store it in a container, and their body is immediately animated as a puppet under your control. You can place the stolen soul into another body or a construct, at which point their consciousness will take control of the body or construct. Their soul returns to their body after 10 minutes, or if you placed it into another body or construct, it returns once that body is destroyed.",The spell effect lasts for (10 minutes/30 minutes/2 hours/6 hours/24 hours). Take a +(0/3+) to Necromancy checks during the effect.,spell_349Dr6sNW1cuGAF
SOUL SWAP,ADVANCED,20,NECROMANCY,LOGIC,YES,NO,"Summons dark violet tendrils that snake between two people, switching their souls between their bodies. On success, the two will possess one another’s bodies for 1 hour. An unwilling target can roll Willpower versus your check to resist it. If you cast it as a ritual, both targets must be physically within reach for the entire casting duration.","The effect lasts for (1 hour/6 hours/24 hours/1 week/1 month/unlimited time). You can swap (2/3+) people’s souls, switching between them in whatever orientation you like.",spell_35013BNN7Ryo37M
UNBOUND SOUL,STANDARD,16,NECROMANCY,LOGIC,NO,NO,"You can pull your soul out of your own body and place it into a dead body or construct. On success, you can pour your consciousness into the target container for up to 10 minutes. You take the target’s Body stats, but you retain your other stats. Killing someone to impersonate them with this spell just to go to a party they were invited to is not cool, even if it hurts that you weren’t invited.",You can possess the target body for (10 minutes/1 hour/4 hours/8 hours/24 hours/1 week/unlimited time).,spell_351gRfNW26iMp9q
WRAITH,STANDARD,20,NECROMANCY,LOGIC,NO,NO,"Transforms your vital energy into a wraithlike entity. On a success, you become incorporeal and capable of levitation for 30 seconds. You cannot pass through magical objects, including any enchanted objects or surfaces with runes, and if you enter antimagic, the effect ends and you must Resist.",The effect lasts for (30 second/2 minutes/10 minutes/30 minutes/1 hour).,spell_352hQXvAXTff33W
CALL TASKLINGS,STANDARD,11,NECROMANCY,LOGIC,NO,NO,"Plant your wand into the ground and cast this spell to spread deep violet magic like tendrils across the floor, searching for Tasklings. On success, you summon 1 Taskling, a general term for a small undead creature that obeys your commands, whether from animating a piece left from a body or forming a lingering soul into a body. These Tasklings are often small creatures like mice or small birds, which means they have no Resolve and crumple any time they would have to Resist, but they remain indefinitely and follow your orders. Often the only way necromancers have friends.",You summon (1/2/5/10+) Tasklings.,spell_353Sz2c3olWVO3x
CAPTURE SOUL,STANDARD,17,NECROMANCY,LOGIC,NO,NO,"When you find a person or a creature who has died in the past hour, you can cast this spell without rolling, capturing a piece of its soul into a container. Once you have, you can roll at any point to try pulling information from the captured soul. On success, you can ask one question that the creature or person would have known the answer to, or you can take a +4 bonus to your next spell check. The captured soul passes on peacefully after rolling, success or failure.","You can ask 1/degree question(s), or take a +(4/5+) bonus to your next spell check.",spell_354WlcwgfX39fXI
WITHER,STANDARD,N/A,NECROMANCY,LOGIC,NO,NO,"Plants cold, dreadful magic into a person that eats away at their soul. Roll against a target’s Willpower or Endurance, and on success, they must Resist. You can take a -4 penalty to the spell to do it subtly, planting the withering magic in a way that they won’t notice it right away, in which case they will need to roll Resist at the end of an hour, unless the magic is dispelled first. Either way, it’s kind of rude, don’t you think?",The target takes a -(0/1+) penalty to their Resist roll.,spell_355w2UaCVyePAvN
HERLON’S HAUNTING HAZE,BASIC,5,NECROMANCY,LOGIC,NO,NO,"Creates a swirling cloud of hazy violet magic that channels the ambient dead in the area, gathering a collective consciousness from dead insects, bacteria, cells, and other small lifeforms. On success, you can learn one thing about any life forms or undead that have passed through the area in the past 24 hours. Once you have used this spell in an area, you cannot use it in that area again for another 24 hours. The ambient dead can only give vague ideas of life forms, because, really, how much is a dead dust mite going to know about the difference between your classmate and the Enforcer Captain?",You can ask 1/degree question(s).,spell_356J9pVAQpWQAcC
DEATH MASK,STANDARD,12,NECROMANCY,LOGIC,NO,NO,"Summons a cold wave of necromantic energy that pours over a target’s body, enveloping them in a sheen of pale, frigid death. On success, you can make one target, including yourself, appear dead to casual inspection, able to remain completely motionless and undetectable by any technique to find life for up to 4 hours. Someone who wants to check if you really are dead must roll Read Person versus your spell check + 6 to tell that it’s only a magic effect. You cannot see in this state, but you can hear and feel as normal, and you can instantly end the effect on yourself at any point. If someone tries to cast Necromancy spells on you as if you are dead, it causes their spell to backfire and ends the effect on you. This technique is a little extreme to get out of doing the dishes, though.",You can affect 1/degree target(s).,spell_357AvPIyxrIokza
SKULL GUARDIAN,STANDARD,17,NECROMANCY,LOGIC,NO,NO,"You can cast this spell on a dead body or spend 500 materials to construct an undead amalgamation. On success, you animate a Skull Guardian, an undead sentinel that has the stats the creature had in life, or if you used materials, 3 Resolve and rolls 3/8. Your Skull Guardian does not have any intelligence or follow directions other than commanding it to be on alert or to stand down. It will stay indefinitely in the spot where it was summoned, and if anybody other than you attempts to enter the Skull Guardian’s space, it will attack them. You can specify any number of people for the Skull Guardian to not attack, or alternately, command it to only attack people you do specify. If you use materials and fail the spell roll, your materials are refunded. Your Skull Guardian lasts indefinitely, but it cannot restore Conditions, and once it hits 0, it crumbles. Skull Guardians have no thoughts or feelings and do not react to anything except people to attack, but necromancers universally agree that they really like house music.","The Skull Guardian has (3/4/5/6/7) Resolve and rolls 3/(8/9+). If you spend materials to create it, the cost is (500/400/300/200/100/50/0) materials.",spell_358zwFyL5T5GhiR
WITHERBARK,STANDARD,10,NECROMANCY,LOGIC,NO,NO,"Pours a flow of violet magic swirling slowly from the tip of your wand into a dead plant, animating it under your directions. Roll normally, or against the Intensity Rank for a magic plant. On success, you can reanimate the plant, with one property of your choice: • The plant can walk slowly • The plant will remember everything it sees and store it in a way you can extract from it later without a check • The plant can attack and will attempt so on a target or type of target you specify • The plant can speak • The plant will attempt to take something if it sees it and keep it there • A reanimated plant is treated as a creature with 1 Resolve that rolls 0/6, and it will stay animated for 24 hours.","You can choose 1/degree property(ies), whether on one plant or spread between multiple.",spell_3595A5pXRxBQlCm
ENDRYA’S HYPNOTIC LIGHT,BASIC,N/A,NECROMANCY,LOGIC,NO,NO,"You can cast this spell the first time you see a given undead creature, creating a wreath of shimmering violet lights that swirl slowly around your head, mesmerizing undead creatures. Roll against the creature’s Strong roll. On success, it is either mesmerized and holds still watching the light for 30 seconds, or it becomes friendly towards you, at the GM’s discretion. Admittedly, the lights can look pretty cool, so living people might be a bit mesmerized too. Or maybe that’s just me. Am I undead?",The target is mesmerized for (30 seconds/1 minute/10 minutes/as long as you like). Take a +(0/1+) bonus on any checks against a mesmerized creature.,spell_360QEonNAV8175o
GRAVE LANTERN,STANDARD,N/A,NECROMANCY,LOGIC,NO,NO,"Summons a pale flickering bone-white flame in the palm of your hand that casts light further than it should be able to for its size. Name a dead person, and roll against a DC based on how long they’ve been dead: • Less than 10 years: DC10 • Less than 50 years: DC18 • Less than 200 years: DC24 • Less than 500 years: DC31 • 500 years or more: DC36 • On success, you call out to the spirit of the departed, and if they wish to be contacted, they will appear as a specter before you, and you can communicate with them. They remain there as long as they choose to, and they have all the memories they would have had in life, but usually they don’t remember how they died.",You learn (0/1+) piece(s) of information about the target if they choose to appear.,spell_361jRkWTTxgvn6B
HERLON’S SWARM,STANDARD,13,SUMMONING,CREATIVITY,NO,NO,"Summons a swarm of small creatures. Choose a Condition and a skill when you cast this. On success, you summon a swarm of tiny creatures that embody both your choices. The swarm functions as a creature with 1 Resolve, and it rolls with a +5 to your chosen skill and a +0 to everything else. The swarm obeys your commands, and if they swarm a creature, the target must roll Endurance or Willpower versus your spell check or Resist the Condition you chose when you cast this spell. The great wizard Herlon really liked bee swarms, but mostly just to pollinate his flowers.",You can choose 1/degree skill(s) that the swarm rolls with a +(5/8+) bonus.,spell_362ziXM8MM58l9h
CONJURE OBJECT,STANDARD,15,SUMMONING,CREATIVITY,NO,NO,"Creates a ripple of vermillion magic you can plunge your hand through to draw an object from another plane. On success, you can instantly obtain an object up to 5 kilograms in the general shape that you specify, made of strange, extraplanar material. Choose one of the following options: • The object constantly shifts its shape • The object is painful to the touch • The object is repulsive • The object is fascinating • The object fuses with other objects or surfaces • The object resists changes to velocity, temperature, or other physical properties • The object lasts for 5 minutes before it disintegrates back into a ripple like it came from.",You can summon an object up to 5/degree kilograms for (5 minutes/15 minutes/1 hour/4 hours/8 hours/24 hours).,spell_363D6a4l2Tmtphw
SUMMON ELEMENTAL,ADVANCED,21,SUMMONING,CREATIVITY,YES,NO,"Creates a glowing vermillion circle on the ground inlaid with countless complex symbols and glyphs. On success, an elemental creature of your choice is summoned into the plane. The creature is suspicious towards you, but it is contained inside the circle for up to 1 minute, during which time you have a +2 to all checks against the creature.","The summoned creature is (suspicious/neutral/cooperative/friendly) towards you. The containment lasts for (1/5/10/30) minute(s), during which time you have a +2/degree bonus to checks against the creature.",spell_364EbJBOEMlwbkK
BANISH,STANDARD,N/A,SUMMONING,CREATIVITY,YES,NO,"Summons a web of spectral vermillion chains that wrap around a target extraplanar creature. Roll versus the creature’s Strong roll. If the target creature has less Resolve than your degrees of success, it is returned to its original plane. Sadly, doesn’t work on that pushy dude who wants your number. Try a fireball spell instead.",N/A,spell_365sxfJ8Fbj6DgJ
PLANAR COMMUNION,STANDARD,18,SUMMONING,CREATIVITY,NO,NO,"Summons a spectral portal wreathed in vermillion magic that looks like a shattered mirror, through which you can communicate with other planes. On success, you summon a portal for 10 minutes, through which you can communicate as if you share a language with one type of creature of your choice, or if you choose a specific individual, that creature can choose not to respond to the call. A call that is ignored does not trigger backfires.",You can switch your portal to communicate to a different creature (0/1+) time(s).,spell_366aueZ1K9o2znL
